X1,X2,class
1.0150115378833486,0.515577022300086,-1
1.0751877029361845,0.8324515700718822,-1
1.1709863873546758,1.114155214191618,-1
0.8307565724762687,1.2746714520563671,-1
1.1631617801470076,1.1210380757394265,-1
1.026631582257295,1.260942980726538,-1
0.9624594758811179,0.07559705769647473,-1
0.6250759790633951,1.8428446351609225,-1
0.8626795668220701,0.606995112109721,-1
1.1301196039485428,0.5559411448366927,-1
1.4490235987276487,1.1672787726358578,-1
1.0184889300432436,1.2714147611630933,-1
1.0599721841117407,0.9255756485722559,-1
1.1587031651643485,1.4286819423870107,-1
1.0175261962202715,1.8448485608422502,-1
0.6917254044741856,1.5204870747689065,-1
1.1561658997757465,1.095190185449758,-1
1.043231482508835,0.9917537611988606,-1
0.7189465064490512,1.1652823441431193,-1
0.9763048540111153,1.326952163878783,-1
0.8700350420163998,0.4312320605571702,-1
1.0325344704565478,1.0287721812819945,-1
0.7643615313162586,1.0058261978101182,-1
0.8170684287112464,0.4183662268674033,-1
1.1260232285794545,0.8125241905372004,-1
1.0279345549086305,1.0786468621913397,-1
0.833550277982187,0.567021651423142,-1
0.8127043789358698,0.6159985703429655,-1
1.1861511925927177,0.7941605989239003,-1
0.9515736174987387,0.5841007989397755,-1
1.5518411138617525,1.1266345520259529,-1
1.1462043920693914,1.1492683739764191,-1
1.271005710585178,0.6818539014816065,-1
0.866634849186116,0.9401357405361105,-1
0.9739546488786088,0.6123971852455325,-1
0.9905298239608044,0.5785341251628422,-1
0.6433705499622351,0.7920117454056339,-1
1.2592534637015425,0.9015072000036574,-1
1.0797928942296977,1.0986672252772929,-1
0.4430177404168766,0.8822116258633523,-1
1.0878139902516795,0.8722227994796673,-1
0.8189179144052298,0.8142799662175877,-1
0.8307776550717405,0.928897062075708,-1
0.6839954128143415,0.9390446370768746,-1
1.261511718768563,0.5621475263887816,-1
0.869083253583499,1.39390626503419,-1
1.1861648523248438,1.2976722446643456,-1
1.0279246345046729,1.4854717004722278,-1
0.7746810774113071,1.1659424309430433,-1
1.1445989798161076,1.3664357952259145,-1
-0.08989672112803448,-0.24546260748670004,1
0.3148121055368426,-0.060199181539035224,1
-0.38003757524640885,0.2943647539730263,1
-0.002670393363583512,-0.37359041659680303,1
-0.351521917431865,0.23289163093950638,1
0.2822700974609761,-0.01678406942574098,1
0.13855988406457342,0.037325076748298595,1
-0.4510323027345404,0.16723394877947498,1
-0.0554509011176472,0.029080015565435397,1
0.37750363713287377,-0.1858250198143635,1
0.26937814857928943,0.015482170039267655,1
0.10174204864848252,-0.12491500132808545,1
0.27816945355422834,-0.3931289923219636,1
0.20672427202691104,-0.13992664523694576,1
0.129737685975027,-0.26952053366627304,1
-0.14821036383623676,0.07172126257106845,1
-0.6987833189994681,0.31417138956986124,1
-0.16054777057640648,0.15485840574833687,1
-0.22034541172952474,-0.04976343941054354,1
-0.022540290778464755,-0.08612396994667677,1
-0.057127216145025736,-0.14345863029592026,1
0.5759090917612723,0.21586055258429993,1
-0.11576157003232812,-0.14315102202850083,1
0.14500908335490362,-0.0722028075519247,1
0.030870510004938033,0.025448119295813088,1
0.39914122445814126,0.02655468690565669,1
-0.16507783650466587,0.2475653359625396,1
-0.13860398595939982,0.0034310654518311884,1
-0.07660612713818392,-0.0802785926062929,1
0.052728674430999274,0.1816074176140436,1
0.23666144676654716,-0.044137690255202616,1
0.3861180741037517,-0.0698751879625991,1
0.08919768895597839,-0.23990873441367963,1
-0.602126316453825,0.2514126382138398,1
-0.7304017091498031,0.1839106838199887,1
0.3773090353625738,0.14772918302919752,1
-0.36834858650337715,-0.038573750977919,1
-0.029713668431630248,0.24595542360671865,1
-0.2961052303395878,0.19850775090141984,1
-0.06314333611611166,-0.16480099396323009,1
0.08380949921774669,-0.08698236826414013,1
-0.13442800145997982,-0.022378423909523413,1
0.24618591293213826,-0.09694734697471187,1
0.14690456137240301,0.3275013029263462,1
-0.5015870655163505,-0.2436750319341171,1
0.22000377707620472,-0.03255899197940428,1
0.3437989320888669,0.11852390839350241,1
0.19666590951867613,-0.08869895536388808,1
0.029466156854623563,0.13152822681356466,1
-0.3920853628697591,-0.0421354677589435,1
