X1	X2	Colors
1	-0.335467047065564	0.102235638179093	red
2	0.671854180794949	0.787542430583787	green
3	1.91690032289261	-0.909648739038396	green
4	-0.582359432991493	0.632418469789369	red
5	-0.329231896660673	0.927994003174767	red
6	-0.984695346615275	-0.0510385551171024	red
7	-0.520880129353124	-0.513199165056229	red
8	-0.371719714248278	-0.155616389580535	red
9	-0.289211322827175	0.246015648044419	red
10	0.165635685835116	-0.642558763025519	red
11	-3.04003394849439	1.47893106826780	green
12	1.31023136809485	1.22036518304027	green
13	-1.23343650016477	-0.472159199789054	green
14	0.715303854629435	0.924174119659299	green
15	1.9754330375302	-1.45290525289137	green
16	-1.02249831421353	-0.7824542706352	green
17	0.220488644592925	0.449376691027011	red
18	1.00258100481533	0.244217856764607	green
19	-0.466817971953019	0.431743750466016	red
20	-0.979540567549844	0.0765041329256334	red
21	-0.611589117239327	-1.57521388538874	green
22	-2.53607433746076	2.09800275098042	green
23	0.14949044881203	-1.16422950827695	green
24	0.836054568821947	-0.173835898126741	red
25	-1.56284469076634	0.560001513801485	green
26	0.173620708398278	-0.515259712120201	red
27	1.27863210978338	0.0461245068541261	green
28	0.788469937209693	-2.10549733713118	green
29	1.59369102969374	-1.07467654928916	green
30	-0.0476333930941839	-1.58592404903705	green
31	-0.391071352790924	-0.443559760120361	red
32	-1.55966630365541	0.952829091612396	green
33	-1.72097909086698	1.87655821769870	green
34	0.688561381604303	2.02162938130366	green
35	0.228369843065199	-0.655220922690158	red
36	-0.589800495445251	-0.331215834975283	red
37	-0.797182566447078	0.378965077176669	red
38	-0.332349723073989	0.369892739527377	red
39	-0.902788173107802	1.13272302371014	green
40	0.443553986589456	-1.43945878794959	green
41	-0.546783799692307	-0.55493917497794	red
42	-2.11229108131372	1.1329340283517	green
43	0.698096720165206	-1.15961149431777	green
44	-1.0026591753874	0.385855125155008	green
45	-0.0103648317825590	-0.636359640514884	red
46	-0.412345150022825	0.980159323927552	green
47	0.111638063990864	0.460359187689679	red
48	0.104029338134539	-0.205799436730134	red
49	0.181437125356206	-0.701350510991903	red
50	-0.380652117611282	-0.175091520751908	red
