X1	X2	Colors
1	0.0769759198896827	-0.39320890851535	red
2	-0.553391696228528	0.212362663518368	red
3	0.535482769381842	-0.0531691538999055	red
4	-0.00103705706898742	-9.769742998276e-06	red
5	-0.121083157351942	0.464639551422519	red
6	-0.201952019166680	-0.143704896450607	red
7	0.47411152261954	0.313943229096811	red
8	-0.464306269693218	0.0199208596033654	red
9	-0.701445378498884	-0.373017170116899	red
10	0.354699393513035	0.124399792023989	red
11	0.608739368697466	0.625604577428902	red
12	0.292494575129661	-0.419798561400441	red
13	0.0235729983740996	-0.295149175905028	red
14	0.249018892770216	-0.236926595546478	red
15	0.397321781929475	-0.623717264801764	red
16	-0.0235819745940563	0.106759251486142	red
17	-0.102501258304803	0.384767778316214	red
18	0.0645908995995894	0.0922724821299137	red
19	-0.261130651801105	0.335243331299337	red
20	-0.668198012116272	-0.149584441913364	red
21	0.123760883581530	0.466010960994741	red
22	0.274256955943319	-0.221418084444208	red
23	0.312036417363571	-0.490345339971778	red
24	-0.189323061637877	0.0991921525825225	red
25	-0.5916974024863	-0.0396787406351528	red
26	1.06446785568124	0.958430836364476	green
27	1.4349090274785	1.10292661248764	green
28	1.17798353141373	0.894416602533622	green
29	1.73935304971600	0.823177267486516	green
30	0.546185687714598	0.919021992035576	green
31	0.804564200299485	1.53270545101279	green
32	1.06374758710183	1.86566512706050	green
33	1.05027513511274	0.586019223494351	green
34	1.18445522671926	0.414733861014257	green
35	0.764254982585469	1.10278969056362	green
36	1.39620330705284	1.00413433614046	green
37	1.07705675107811	0.740293990181004	green
38	0.796690734051422	1.15147787478879	green
39	1.01125751826961	0.898427707908342	green
40	1.26669251387736	0.744371902009499	green
41	1.50451349272356	1.42490711116501	green
42	0.470063104853163	1.3006260954626	green
43	0.554867359222889	1.23451025260754	green
44	1.27064504995301	0.437571687408636	green
45	1.44878093250605	1.04433550166951	green
46	1.21454278790372	0.641723117996979	green
47	1.41750669476354	1.27889483987177	green
48	0.607374974209336	0.95320714321862	green
49	0.200202366638511	0.860712982169237	green
50	1.24175675641498	1.15151292798171	green
