X1	X2	Color
1	0.148747406890815	0.131288343004943	red
2	-0.0488152464952542	0.0364231984944207	red
3	-0.0623905823126788	-0.234859663212835	red
4	0.354839253500747	-0.177402872403970	red
5	-0.145616755971789	0.0812653077418347	red
6	0.0877447693463991	-0.29193386725533	red
7	-0.0742950517660565	-0.0727560350124832	red
8	0.0696747718617948	0.104949373815104	red
9	0.000775197667328973	-0.142144681911763	red
10	0.180274640856154	0.291522532621237	red
11	-0.132887858255068	0.0133732914811402	red
12	-0.0611663995953802	0.123317236537114	red
13	-0.112584966926253	0.0425946904724728	red
14	0.126141499224604	-0.256180543459936	red
15	0.107993146342619	-0.00592650365317146	red
16	0.0401478018922861	-0.0573259203505816	red
17	-0.0194609008541129	-0.0963863619845692	red
18	0.128699764558323	0.0622650382620668	red
19	0.204542734477118	0.00740181380278826	red
20	-0.138402136522456	-0.238766758395246	red
21	0.968959010580308	0.807352436662555	green
22	1.00965190029746	1.07061939989327	green
23	1.18233294947772	1.08627227446518	green
24	0.903563432332061	0.722369514335919	green
25	0.985100666251416	0.684300487981849	green
26	1.08785031240035	0.84438046155795	green
27	0.808353509212661	0.821261835675337	green
28	1.04293360699092	0.93905263632678	green
29	1.12626407809035	0.985588493669858	green
30	1.23169345216440	0.927650633524287	green
31	1.16171603706781	0.866711375957843	green
32	1.06403435355050	1.29564560469878	green
33	0.758753940317123	1.08132557042204	green
34	1.05020658181534	1.06803753256777	green
35	1.07615309881320	1.22128131662748	green
36	1.27097317516947	0.949211329408597	green
37	1.01262677895744	1.11182792229295	green
38	1.07114102143074	1.12744898438033	green
39	1.03190276175684	0.738628183249475	green
40	0.981111074387183	0.88977103128837	green
