4.19	3.47
5.08	6.49
6.05	6.22
4.63	6.14
5.34	4.64
4.57	6.18
6.04	4.75
4.75	3.98
4.83	4.89
4.47	3.22
4.65	4.22
5.57	5.12
5.52	5.89
6.31	6.18
4.8	5.38
4.82	3.87
4.24	3.53
4.46	4.77
4.7	6.06
3.08	4.75
5.07	5.19
4.4	3.39
6.46	5.02
5.19	4.99
3.02	4.35
3.65	3.6
4.65	4.16
4.26	3.68
4.72	5.85
3.91	3.71
4.19	3.47
5.55	4.66
3.78	3.29
3.43	4.13
4.34	3.51
5.37	4.64
4.95	3.55
5.06	5.73
4.93	5.53
5.77	5.7
4.82	5.78
4.82	3.27
4.5	3.12
3.74	3.72
3.78	3.29
6.22	5.15
3.31	4.29
4.54	4.73
3.74	4.5
6.24	5.01
5.2	6.44
4.18	3.31
3.92	4.44
6.19	4.72
5.75	5.87
5.9	5.9
6.33	5.33
4.01	4.67
4.95	3.55
4.82	3.06
5.6	4.95
6.21	4.96
5.55	4.61
3.6	4.8
4.93	5.12
4.08	4.78
6.12	6.22
4.31	3.22
3.45	3.7
4.06	3.09
4.83	3.31
5.52	5.1
5.12	6.2
3.54	4.0
5.13	6.04
6.02	6.04
4.04	4.05
4.79	4.05
4.9	5.36
3.31	4.41
3.1	3.78
4.66	3.25
3.77	3.84
6.1	5.13
3.48	4.04
6.43	5.42
3.08	4.75
4.66	4.88
4.74	5.51
6.37	6.05
4.24	4.34
6.41	5.03
3.09	3.78
6.35	5.33
3.3	3.32
5.78	5.54
3.36	4.82
5.87	5.25
4.05	4.5
5.78	5.24
6.37	6.05
6.35	5.14
3.34	4.75
4.92	4.79
5.47	5.04
4.98	6.11
6.44	5.0
4.7	6.06
4.92	4.79
4.79	5.13
6.44	5.58
3.74	3.09
3.87	4.79
4.34	3.94
5.52	6.21
6.29	4.88
6.27	5.53
4.54	4.76
5.21	5.7
5.43	5.26
6.47	5.1
4.12	4.79
4.4	4.83
5.34	5.68
5.36	6.12
3.64	4.87
5.85	6.48
4.61	3.97
4.82	3.06
5.99	4.61
3.08	4.98
4.69	4.51
3.55	3.24
4.2	4.9
3.83	3.0
6.13	6.03
3.12	4.86
3.89	3.21
4.87	3.63
4.91	3.81
6.45	4.68
4.76	5.57
3.33	4.56
4.37	4.63
4.95	3.55
3.9	4.55
3.44	3.59
3.31	4.41
4.96	3.22
5.77	4.75
4.64	4.27
4.49	3.92
4.87	4.7
4.44	3.2
4.65	5.35
3.0	4.62
4.91	4.95
4.61	5.97
4.68	5.75
3.48	4.47
4.14	3.37
4.0	3.14
3.9	4.86
6.25	5.65
4.75	6.42
5.55	4.61
4.4	4.61
5.59	5.78
5.61	5.99
5.03	5.03
4.08	4.78
5.53	4.64
5.19	4.99
5.63	4.64
3.83	4.81
4.46	4.92
4.75	3.83
4.79	3.92
4.9	5.84
3.92	4.91
5.94	6.44
4.84	5.76
5.19	4.57
5.57	5.83
3.85	4.42
5.26	6.14
5.38	5.9
3.91	4.24
6.04	4.75
3.05	3.54
4.86	3.05
6.41	5.03
5.61	5.45
3.91	4.24
4.99	5.82
3.83	4.81
4.84	4.66
3.17	4.86
3.02	4.96
3.5	3.76
5.36	6.12
3.28	4.01
3.33	3.04
3.87	4.79
4.59	4.04
4.54	4.97
4.75	3.83
4.68	5.75
4.36	4.61
4.48	3.97
4.57	5.69
4.99	5.57
3.48	4.33
3.48	4.04
3.55	4.73
4.77	3.65
3.3	3.1
5.38	5.9
4.57	3.29
4.75	6.42
4.87	4.73
4.89	4.79
4.94	4.07
5.42	4.59
4.93	4.89
5.53	6.4
5.02	5.71
3.03	4.01
5.57	5.83
4.34	4.42
4.26	3.48
6.09	5.32
4.75	5.08
4.92	5.3
4.14	3.37
5.84	6.13
3.73	4.68
4.83	3.31
5.92	5.52
3.36	4.04
6.27	5.36
6.27	6.1
6.06	5.42
5.05	5.94
4.62	3.09
4.83	4.64
6.24	4.51
4.9	4.58
4.45	4.03
3.68	4.42
6.46	6.39
4.09	3.57
5.07	5.19
3.31	4.1
4.59	3.72
4.76	4.84
3.55	3.95
3.92	4.91
5.17	5.89
6.4	5.43
5.01	4.79
3.33	3.83
5.3	5.64
4.0	3.14
5.61	5.45
3.4	3.92
6.45	4.53
6.11	4.93
5.41	4.6
3.87	3.86
3.09	4.36
5.64	4.75
3.33	3.69
3.14	3.71
4.88	3.94
4.15	4.44
6.25	5.65
3.76	3.13
4.91	5.02
5.78	5.24
3.05	4.05
6.49	6.17
3.43	4.53
5.05	5.94
5.74	5.72
3.01	3.06
4.93	5.29
5.73	5.06
4.63	4.65
4.68	3.72
4.19	3.47
4.97	3.23
4.34	3.94
4.71	4.14
4.34	3.51
5.3	5.64
5.91	4.67
3.68	4.42
4.46	4.05
3.13	3.3
4.4	3.39
6.09	5.38
4.21	3.58
5.84	6.13
6.17	5.53
5.41	4.6
3.75	4.81
3.91	4.24
6.2	4.82
4.39	3.85
3.34	4.56
4.9	3.18
4.26	3.8
4.77	4.35
4.92	4.79
3.6	4.26
3.1	4.83
5.19	4.99
4.02	3.24
5.48	6.02
6.15	5.59
4.72	5.85
5.87	5.25
4.77	4.35
3.34	4.56
3.38	4.25
4.73	6.5
5.04	5.29
3.12	4.73
4.12	4.79
3.54	3.64
4.82	5.78
4.56	3.56
4.64	3.23
3.77	3.5
4.68	3.33
3.26	3.46
3.66	3.12
4.95	6.48
3.29	4.32
3.31	4.41
5.55	4.58
4.55	5.77
5.59	5.78
4.75	3.98
3.46	4.1
3.77	3.1
3.56	3.38
3.29	4.32
5.59	5.73
4.52	6.32
5.12	6.2
4.26	3.52
5.64	4.75
3.36	4.82
3.49	4.74
3.91	3.71
4.78	6.05
4.59	4.43
6.35	5.33
3.88	4.45
3.33	3.04
5.91	4.67
5.03	5.98
5.83	5.9
5.01	5.58
4.72	5.85
3.0	4.62
4.76	4.84
6.45	4.53
6.32	5.63
4.15	4.64
4.8	5.91
3.61	3.69
5.96	6.38
3.27	4.92
4.19	3.18
5.06	5.81
3.74	3.72
3.66	4.1
4.84	4.92
3.73	4.68
4.93	6.16
3.77	3.84
3.92	4.56
5.44	5.52
4.29	4.84
5.0	4.87
5.0	4.87
6.1	5.9
4.24	3.53
5.78	5.54
4.47	3.22
5.42	4.76
4.07	4.59
4.49	3.92
3.09	4.36
4.65	4.22
5.46	6.47
5.6	4.95
4.63	3.86
6.46	5.02
3.29	4.32
5.47	5.04
4.64	3.28
4.6	5.98
4.65	6.22
4.26	3.14
4.65	6.22
5.66	6.34
4.08	4.78
5.29	5.15
5.51	4.71
4.62	3.99
4.76	3.23
3.48	4.33
4.31	3.74
5.42	6.19
3.54	3.64
3.36	4.82
4.57	3.29
4.01	4.67
3.6	4.8
4.21	4.98
3.6	4.26
3.38	4.25
4.81	5.47
4.39	4.47
4.72	3.61
4.13	3.36
5.59	5.78
3.36	4.27
4.53	4.27
4.93	3.51
6.31	6.18
6.09	5.32
3.94	4.94
3.09	4.36
4.94	4.07
5.39	6.26
5.35	5.57
3.83	4.81
4.68	5.19
4.31	3.74
4.69	4.51
4.72	3.61
4.21	3.58
4.93	5.29
3.82	5.0
3.95	4.03
4.41	4.31
6.37	6.05
5.63	4.64
3.94	4.94
4.6	3.15
6.41	6.1
4.64	4.52
3.08	4.75
3.9	4.04
5.4	5.12
3.36	4.82
5.64	4.75
5.36	6.01
4.86	3.05
3.6	4.8
3.26	3.76
4.76	3.23
3.2	4.29
3.84	3.85
4.56	5.58
3.55	4.73
3.13	3.87
3.08	4.75
6.27	6.1
3.58	3.25
5.51	4.71
3.96	4.81
4.15	3.55
5.03	5.98
5.05	5.46
4.68	5.19
5.3	4.82
4.51	4.69
3.5	3.74
3.29	4.32
5.08	6.31
5.62	6.2
4.31	3.22
4.56	4.12
4.91	3.97
4.41	4.31
4.69	4.51
4.9	5.36
5.43	5.5
3.66	3.12
6.46	5.02
4.77	3.65
6.41	4.59
5.61	5.99
5.74	5.85
3.0	4.62
4.93	5.22
4.21	4.98
6.16	5.78
5.34	5.68
6.33	5.33
4.68	6.39
3.14	3.71
4.83	4.62
5.34	5.68
3.1	4.65
5.36	4.55
4.21	3.65
4.26	3.48
3.45	4.15
5.19	4.57
4.26	3.52
5.63	4.64
3.15	4.56
4.42	3.13
3.43	4.53
3.26	3.76
6.05	5.5
5.74	5.72
4.27	4.05
3.92	4.51
4.87	5.07
