1.0	1.48
2.73	4.88
7.24	0.01
1.35	3.59
0.25	3.88
1.04	3.08
5.08	4.71
0.6	3.92
3.02	0.13
3.48	0.42
1.95	4.67
0.57	3.03
0.79	4.62
0.84	0.06
1.32	4.43
7.16	2.8
6.81	1.54
0.8	3.51
0.05	3.6
0.8	4.17
0.17	3.95
6.64	3.36
6.25	0.84
1.39	3.09
0.12	0.57
4.5	0.96
7.6	4.9
0.39	3.2
4.7	3.21
1.2	3.29
7.04	2.03
1.53	3.06
1.2	4.49
6.45	4.5
1.73	3.94
1.36	1.38
6.5	3.67
6.47	4.0
0.66	3.09
6.06	0.23
7.79	0.39
3.51	4.48
2.9	3.02
7.38	3.98
1.41	1.9
7.09	1.15
5.35	3.91
7.14	3.13
4.58	3.65
0.14	3.53
7.64	1.88
3.56	1.07
4.42	4.84
4.27	4.7
6.74	0.56
6.94	1.37
4.04	4.7
7.83	4.44
6.92	4.47
0.57	3.19
7.79	0.44
3.24	4.43
2.63	3.98
1.81	3.28
6.82	3.75
1.08	2.79
6.3	2.23
4.54	4.9
6.49	2.83
1.96	3.26
4.09	0.08
5.34	4.94
1.43	1.33
4.81	3.04
1.97	2.57
7.9	2.32
1.08	3.65
5.79	4.7
0.13	0.02
6.08	3.4
6.58	4.97
0.62	3.62
7.51	3.97
7.8	0.49
6.89	4.07
0.22	4.17
7.37	0.99
4.54	4.9
7.99	1.93
7.1	1.78
3.32	0.05
7.9	2.32
4.43	3.64
4.77	1.17
3.9	1.45
7.21	4.55
0.02	4.59
0.32	2.08
1.71	3.3
0.92	3.94
6.33	0.63
1.51	2.73
0.7	2.59
0.25	3.64
6.39	3.55
6.23	3.99
0.27	1.8
1.13	3.91
0.92	2.4
3.27	0.41
0.83	2.01
1.98	3.0
4.97	4.76
6.38	3.73
7.45	3.22
5.04	4.1
6.04	3.68
6.95	2.57
1.29	1.17
6.05	1.94
6.2	3.43
0.79	4.62
6.18	4.08
7.66	0.31
1.97	0.67
2.2	3.69
6.38	3.73
1.39	1.32
3.48	0.42
6.03	0.35
1.31	3.12
4.51	4.14
1.31	4.65
7.66	0.31
0.74	2.28
1.09	3.97
6.95	2.65
1.63	3.72
1.14	4.37
3.73	0.32
0.2	2.2
3.32	0.98
3.34	1.25
0.43	0.12
6.36	3.47
1.55	4.55
1.83	2.7
6.41	3.54
7.6	4.9
7.58	4.86
0.24	3.47
7.27	3.25
7.28	3.29
6.57	0.62
4.77	4.84
2.0	3.94
6.91	1.04
7.97	0.59
3.24	4.72
6.6	1.42
0.17	0.55
4.54	4.9
7.08	0.89
3.43	1.27
7.38	1.32
7.95	1.16
0.12	1.99
4.9	0.59
0.2	3.99
1.58	3.89
0.06	1.3
7.51	3.97
1.32	4.43
7.43	0.31
0.22	1.82
3.35	0.84
0.53	2.68
3.51	3.03
5.93	3.08
0.25	3.88
0.8	4.17
1.82	4.16
0.71	1.76
3.91	4.49
1.74	0.89
7.49	3.23
7.85	3.96
3.72	4.11
7.3	3.57
6.17	3.93
0.99	0.57
3.18	4.59
6.38	2.24
6.63	2.81
0.24	3.14
6.22	1.9
7.92	4.31
0.4	3.62
2.55	4.55
4.27	4.7
7.51	0.8
1.73	3.94
0.52	3.1
0.51	1.34
4.18	0.87
7.92	3.86
7.06	2.78
1.11	3.71
7.85	3.81
6.58	0.22
0.53	3.84
0.93	3.22
4.24	3.26
7.12	3.13
6.3	1.95
0.2	3.99
6.91	3.97
6.12	2.45
4.63	0.62
2.51	4.06
4.36	0.13
4.52	0.25
4.42	4.84
0.29	0.28
6.63	2.81
0.09	3.72
6.38	3.73
2.81	3.82
1.18	2.2
5.23	3.13
7.36	2.7
1.12	3.79
4.96	0.02
1.04	4.01
4.52	4.63
1.17	0.03
0.98	4.44
6.74	0.56
1.22	3.88
0.9	1.86
0.85	0.52
1.13	3.72
2.39	4.12
7.19	1.69
4.05	3.58
1.82	4.13
0.16	4.4
0.6	3.92
7.27	1.24
2.1	4.53
1.26	0.15
7.86	3.72
1.31	1.02
1.05	3.87
6.84	2.27
4.75	1.26
3.78	1.01
1.82	4.13
6.76	4.32
0.26	3.42
3.3	3.06
7.93	1.48
3.12	4.09
2.61	3.4
4.05	4.89
0.62	3.55
2.7	4.6
6.81	1.54
6.95	2.65
3.43	0.36
0.05	3.43
4.13	0.77
3.46	1.4
0.77	2.04
0.05	0.01
7.66	2.22
1.88	0.96
4.15	4.97
3.14	3.8
1.35	3.59
1.55	4.55
6.85	3.43
0.79	4.62
6.2	3.43
7.35	1.19
1.75	2.84
7.28	3.29
4.09	1.03
4.71	1.04
6.87	0.61
0.53	2.79
0.19	0.57
1.64	3.86
7.56	1.14
7.66	0.31
5.02	4.17
7.2	3.33
1.26	0.15
0.69	3.45
7.84	4.19
6.52	3.39
0.57	0.84
3.56	0.98
3.56	4.19
2.7	4.98
6.87	0.61
0.19	3.92
0.54	4.12
3.86	0.72
0.25	3.88
6.02	0.57
6.49	3.65
5.91	4.45
6.75	3.0
4.93	1.18
1.47	3.46
0.59	0.73
7.49	1.87
6.71	2.57
0.74	2.09
1.12	3.36
0.8	3.15
3.69	1.23
1.84	1.68
7.62	3.04
1.51	3.06
3.75	0.32
7.85	4.5
3.86	0.72
6.01	0.14
4.66	1.16
7.27	1.01
4.77	4.84
0.96	3.22
6.59	2.17
1.38	2.86
0.71	3.34
6.49	1.57
1.35	2.19
7.91	1.28
0.17	1.14
3.18	0.59
4.09	0.08
7.62	4.51
1.39	1.32
6.66	3.73
6.83	2.13
7.8	3.68
7.8	3.07
7.8	3.71
1.81	3.28
5.67	4.85
0.14	2.91
7.13	4.21
3.42	1.11
3.92	0.95
2.46	4.41
5.26	4.8
6.53	0.99
1.88	1.33
1.18	2.2
1.86	1.61
0.34	1.6
7.86	3.72
4.28	0.18
6.98	4.28
7.22	2.77
2.77	3.54
3.7	3.04
7.21	4.55
7.08	3.07
7.41	3.35
1.95	4.67
7.25	1.83
6.54	3.39
4.8	3.03
1.84	1.24
7.76	1.61
0.39	0.84
7.8	3.71
7.6	3.01
1.95	3.51
0.12	0.89
0.71	3.34
7.95	4.01
1.58	2.79
7.31	0.25
1.31	3.77
7.38	2.86
4.35	3.52
6.71	3.27
4.96	1.21
2.07	4.61
7.36	4.14
6.17	2.33
3.78	3.06
6.56	3.2
0.36	1.61
6.76	4.32
1.05	3.87
7.15	2.07
7.74	1.09
0.99	0.57
5.2	4.2
6.62	3.92
7.36	3.53
3.88	4.87
2.53	3.2
0.11	3.61
6.67	3.15
0.8	4.17
6.85	3.43
1.39	3.51
1.5	3.75
4.46	1.1
0.25	2.32
7.51	0.8
1.31	3.77
6.54	1.76
4.24	0.53
7.38	2.65
6.78	3.27
3.2	1.48
6.47	4.0
2.77	3.54
3.91	0.99
6.49	1.57
5.03	3.2
6.18	2.5
6.17	3.52
7.86	3.72
6.52	4.46
4.43	0.41
6.6	1.42
4.62	0.31
3.69	1.23
0.05	3.6
4.41	0.21
5.0	0.81
0.61	1.9
4.75	1.16
0.05	3.43
7.18	0.3
1.88	0.96
7.86	3.72
7.52	2.95
6.67	1.15
4.86	1.03
0.49	2.23
3.62	3.84
3.89	0.12
7.3	1.49
5.32	3.81
4.58	1.33
0.12	0.57
1.97	4.09
7.24	0.4
6.6	4.76
0.72	3.59
1.95	4.67
6.69	1.58
0.22	4.17
7.65	3.6
2.13	4.8
6.02	0.57
0.53	3.84
7.49	1.62
3.35	0.84
2.47	3.73
6.05	1.94
0.95	3.61
1.2	3.29
1.49	3.29
7.03	3.17
7.56	4.75
4.97	3.08
0.52	3.33
4.62	0.31
1.09	3.97
3.31	1.43
0.47	3.51
6.65	0.23
7.5	3.33
2.94	3.56
6.17	3.93
6.32	3.45
6.18	0.92
1.82	4.13
1.71	2.85
4.32	0.86
7.01	1.28
4.32	4.46
4.63	0.62
5.2	4.2
6.22	1.56
5.84	4.38
7.9	0.22
6.01	3.0
3.81	1.18
1.29	3.09
0.39	0.84
6.5	0.81
0.82	4.92
0.82	4.92
3.08	1.06
6.05	1.73
6.49	3.65
5.37	4.24
1.97	0.67
0.92	3.94
0.26	3.42
6.44	1.28
2.77	4.13
5.24	3.08
1.34	3.31
5.95	4.6
0.14	3.53
1.6	0.22
1.69	0.05
1.97	4.09
7.5	3.33
1.6	0.22
3.51	3.03
0.25	3.64
0.72	2.48
6.17	1.67
6.55	1.81
0.98	1.96
7.56	4.75
3.27	4.48
3.58	3.74
6.73	1.36
4.52	0.25
0.12	3.32
0.36	1.61
4.51	4.5
1.96	4.31
7.74	3.48
7.14	3.13
7.77	0.71
6.03	0.35
0.17	0.12
7.25	3.03
6.6	1.42
1.87	0.94
3.73	0.93
3.6	0.15
2.51	4.23
2.65	4.66
0.44	0.17
6.88	3.12
3.77	3.88
7.27	3.25
4.58	3.82
4.61	0.08
6.97	4.45
3.06	0.49
0.06	3.09
6.55	0.84
1.73	0.89
0.4	0.56
2.71	4.35
0.71	3.79
4.8	3.03
6.42	1.74
7.51	4.8
6.75	3.0
1.06	0.6
6.85	3.63
1.41	1.9
0.83	3.46
1.04	0.72
4.94	4.06
4.76	3.69
1.9	0.27
7.83	4.44
5.89	3.79
0.16	0.62
1.29	1.41
2.44	4.19
3.72	4.11
4.81	3.04
1.96	0.79
5.2	4.2
6.69	1.58
7.13	4.79
3.93	0.03
3.78	4.52
0.52	3.1
0.12	1.94
1.88	0.96
1.94	1.74
1.98	3.0
0.12	1.99
7.24	2.43
6.96	3.44
2.41	4.58
3.88	0.38
0.17	1.14
1.76	0.17
2.77	4.13
7.28	3.59
2.3	4.59
4.54	4.9
1.03	3.38
1.85	4.48
6.33	3.71
7.49	1.62
2.48	3.1
1.24	0.23
1.64	3.86
3.91	0.99
1.12	3.36
7.88	1.29
6.75	0.11
7.85	3.17
7.66	1.06
6.56	3.2
2.6	4.23
5.11	4.08
3.58	3.18
0.99	0.57
4.75	1.26
7.89	4.37
1.29	3.55
7.0	3.55
