y	x1	x2	x3	x4
3.46972001604175	0.233627528650686	0.835548987612128	0.102965349098668	0.457427677465603
0.768448462425492	0.117919942131266	0.0905437918845564	0.258778421906754	0.283950966317207
2.88037372524674	0.0915201753377914	0.797592454357073	0.198527723317966	0.699286807794124
3.74548513264619	0.876722391694784	0.0629348019137979	0.615414950065315	0.176057680277154
1.85396617684764	0.207405921304598	0.303489944431931	0.775966737652197	0.667350677307695
1.29526859344445	0.044075844809413	0.360082301311195	0.657232503173873	0.0434456840157509
2.42726962643789	0.135787555715069	0.599630324868485	0.95666268770583	0.0200928980484605
1.03285184384361	0.0975891114212573	0.178224111441523	0.604793218895793	0.452499515376985
5.98363141186401	0.898837232030928	0.777873343322426	0.214893344091251	0.631629596697167
3.56151720611579	0.773798188660294	0.127624196931720	0.596680232323706	0.625410337466747
3.95342208699892	0.42881638254039	0.719767732312903	0.0197395293507725	0.623083480168134
6.68723314596364	0.97528523253277	0.937869630288333	0.0144054151605815	0.0285435458645225
3.15400076763982	0.100509284064174	0.89577432279475	0.861795677104965	0.542866890318692
3.36619268859498	0.197252616984770	0.869879378937185	0.333796073216945	0.0869466869626194
1.78870750669560	0.369841715553775	0.0376605726778507	0.655847092857584	0.856585644185543
5.14921328631078	0.89716896857135	0.493593943770975	0.668315012939274	0.266204640734941
2.67675281933501	0.092543411301449	0.74499216931872	0.361451096599922	0.586263082688674
2.66211158585806	0.267799968598410	0.504633509553969	0.613370120292529	0.912138806423172
1.8442545354279	0.0287124153692275	0.558917212300003	0.588896214263514	0.00212897709570825
6.48599690786356	0.950759827857837	0.864179464289919	0.210335565730929	0.755886936094612
1.79016310135270	0.128476240439340	0.368816001340747	0.879630526294932	0.429400583496317
3.05462256139454	0.643412517383695	0.147819481091574	0.273433738853782	0.337821993278340
3.13520413185773	0.600850501330569	0.219618863658980	0.438044089823961	0.172520120395347
4.20196284517009	0.906667379895225	0.183258988661692	0.870452695991844	0.182994067436084
2.84920882347319	0.217942118411884	0.627559478627518	0.309393221279606	0.213236514944583
4.98696232672481	0.813258976209909	0.537656554952264	0.381984889740124	0.80230686510913
3.12131962348306	0.314930815482512	0.580525714205578	0.849187335930765	0.37639329675585
1.84928688699799	0.114381393650547	0.43533607153222	0.700818897457793	0.120825339341536
4.88122871777043	0.862460730830207	0.448736596154049	0.229327415348962	0.188673238502815
3.12643656800148	0.27662886492908	0.645492709474638	0.528497647494078	0.259101037634537
4.04336778132036	0.923395755700767	0.0754823153838515	0.387996120378375	0.926078836200759
3.94277413285969	0.729863408952951	0.289122503250837	0.943037767894566	0.52147595747374
1.31848106846906	0.0266417928505689	0.343598475214094	0.884448081022128	0.798071989789605
4.38024488856418	0.79532196931541	0.390293748350814	0.136127121048048	0.175867640879005
4.75977752388432	0.487808285746723	0.899582234211266	0.447441112715751	0.296323334332556
1.86663067226740	0.0214280774816871	0.573483160231262	0.595596182625741	0.489044458605349
2.09763576824257	0.213055882370099	0.397604865487665	0.17959767812863	0.573093500221148
3.30843362382832	0.144127616193146	0.893102871021256	0.271608680952340	0.00168043095618486
4.81007115716809	0.662192635238171	0.710952484281734	0.401337187504396	0.176294192206115
3.29459811326025	0.358013836201280	0.567566070472822	0.845455404836684	0.469546556472778
4.90081589830669	0.566777066094801	0.846043380908668	0.84857628098689	0.203599802684039
4.05098954527249	0.640145636163652	0.431950003607199	0.56603996665217	0.98792571411468
3.29546384176747	0.684910600073636	0.151071717496961	0.778471179306507	0.221788662020117
3.26794234567778	0.536897140322253	0.327927963342518	0.647568434476852	0.665518595604226
1.96435176234046	0.463549255859107	4.02408186346292e-05	0.785159822786227	0.241723811952397
2.47741578886333	0.494727041339502	0.165234577842057	0.026081281946972	0.209897364024073
3.08203720470623	0.110128954984248	0.837274314602837	0.406675560865551	0.95009772758931
1.86577215081204	0.414152235956863	0.0269500650465488	0.992860230850056	0.564243624685332
1.86172459733565	0.415115298703313	0.0238249322865158	0.625034449156374	0.906430360395461
1.20174697155666	0.264615532476455	0.0275157943833619	0.546828375896439	0.407181673217565
4.81152340824022	0.853150501148775	0.453421832527965	0.0289573182817549	0.381117701064795
4.25045865534694	0.935808488400653	0.160279242554680	0.0514062382280827	0.561958428006619
3.02905129008372	0.141492332331836	0.801825623726472	0.0752084830310196	0.529786821920425
3.10325604435539	0.488008061656728	0.351106427842751	0.394327883142978	0.339244134258479
3.91548653570982	0.88078869250603	0.074718477902934	0.942160809179768	0.950331292115152
3.79306809830194	0.911450916202739	0.0196793335489929	0.472275428939611	0.529757859650999
4.22999332309406	0.66446008416824	0.499005455523729	0.749049816513434	0.232355401618406
2.05769890142197	0.339869108051062	0.184585346607491	0.27626362699084	0.910566721111536
1.66364767074140	0.325013133231550	0.0907878477592021	0.225598898017779	0.762466132408008
2.21247097386159	0.47363799600862	0.0587688176892698	0.345966350520030	0.627546917181462
1.88603809821015	0.183839685982093	0.337477714056149	0.322410955559462	0.886427636723965
1.17157894509667	0.0111947671975940	0.335839085513726	0.47508485103026	0.881146834697574
5.49313492047588	0.670469706179574	0.868094690144062	0.781713973730803	0.831722767092288
2.13768316957913	0.0430584503337741	0.62630358338356	0.0306839568074793	0.463209840469062
1.29400974366862	0.151400879491121	0.215353460749611	0.0908645356539637	0.468850656179711
1.92699737511794	0.45822609658353	0.0308427242562175	0.54935264843516	0.089343803236261
3.17768312134561	0.301595976343378	0.607177989324555	0.70388899371028	0.704627345316112
4.61260695838902	0.511243115877733	0.837443971075118	0.212896467885002	0.535441584186628
3.09380012527335	0.634876452386379	0.17486140714027	0.152425368083641	0.576455743750557
4.64780635089962	0.907223913120106	0.289819871773943	0.820424266392365	0.484919129405171
2.9975936672116	0.701632807729766	0.043092402163893	0.322305005043745	0.0645124046131968
3.5784092949025	0.568248311756179	0.42803587927483	0.640923130093142	0.130706007359549
4.00261546676201	0.949528000550345	0.0555665083229542	0.342839376535267	0.393824682803825
4.56493430642201	0.687983352458104	0.572103000013158	0.310700988397002	0.0677469151560217
3.66319663903697	0.279705257155001	0.826835721498355	0.0747401595581323	0.71636580163613
4.66335256131177	0.513760375324637	0.826299717416987	0.792547811288387	0.3703214363195
2.87032897625029	0.249318688176572	0.564491400960833	0.718820722773671	0.808656035922468
3.86564310669251	0.484247417189181	0.605881480034441	0.232257702853531	0.276029467117041
3.62437849015755	0.307104644598439	0.778429948026314	0.58014477044344	0.127035941230133
