z	x	y
2.83677241557876	0.271010397933424	0.308330826694146
4.98716737258938	0.589598182588816	0.514913398073986
6.4123253407885	0.651744204340503	0.730453003430739
4.64199823203606	0.581982715521008	0.461400185944512
2.79394055883023	0.463688366813585	0.191102059325203
2.93451976980006	0.383554209023714	0.261294514406472
1.27917187004980	0.0794752966612577	0.0330740590579808
1.83529172321921	0.181291245622560	0.126493428600952
2.76031829087241	0.241675880039111	0.317062515066937
6.09953967899863	0.357555357273668	0.994609043002129
3.47848426292047	0.428392646834254	0.339556672843173
2.69600905037095	0.690056670224294	0.0485506597906351
4.15333237935042	0.471097704954445	0.449840617133304
2.25764246408847	0.0567129640839994	0.343209589598700
6.76581832282724	0.490836769808084	0.9666931189131
7.82155164499797	0.939337411196902	0.731600971193984
6.17071135305105	0.836881218245253	0.55541850393638
9.56943494076366	0.95524439867586	0.983937517972663
3.89221442011407	0.0434587821364403	0.892678259406239
8.66646012669439	0.913777908543125	0.87644656165503
4.19683344458369	0.435060780728236	0.491248462814838
2.09395015824435	0.287694544764236	0.126945944037288
3.36931285676032	0.787543372483924	0.131094555836171
1.78234043071753	0.334753177827224	0.0377187312114984
6.7597032373468	0.861427721334621	0.627228512894362
6.45369934024646	0.697723916498944	0.699116503586993
4.2421525200907	0.0754883997142315	0.94756849645637
4.06217900459517	0.69139689207077	0.293275123927742
4.63089810188932	0.474205275066197	0.545384965604171
4.34365671165315	0.792620074003935	0.289529560599476
5.97861309304895	0.82086066971533	0.533676120219752
7.94201669301439	0.720881416695192	0.925762037513778
4.54102253795285	0.64409526064992	0.408562681637704
4.48868669688295	0.186699649319053	0.830146257067099
3.42428245967399	0.229752527782694	0.488447926472872
5.77922653718365	0.704860800411552	0.579306396190077
5.46297760148312	0.553329615388066	0.634376813890412
7.87064792839328	0.648762805853039	0.993516546208411
2.65428174546481	0.181059434078634	0.355962224537507
3.83228843522403	0.0206491758581251	0.908201141050085
1.98792339274685	0.335419178474694	0.0744400930125266
2.34471584756543	0.0865909087006003	0.339411858934909
4.61705242696859	0.450144433416426	0.565877436893061
6.43023787853294	0.454964429838583	0.937507840339094
5.55753379339775	0.454068715916947	0.748547923285514
3.56937270567195	0.0328364355955273	0.784046080429107
5.06971060825810	0.354900526115671	0.756217200076208
3.65901956184216	0.810301654040813	0.173970357747748
6.94248858913431	0.602734754793346	0.871580346254632
4.36216806444767	0.109851688379422	0.893108169781044
3.40749258395186	0.28340869047679	0.434233900392428
2.52810998673657	0.195217854809016	0.305032855365425
5.81672168562067	0.874724537832662	0.47757849516347
3.61401865421765	0.580871840240434	0.268281095661223
6.57641902195084	0.988347929902375	0.513980451272801
4.93914909365704	0.868522169301286	0.336091483710334
1.91773813334696	0.258424076018855	0.108251662692055
3.72790030056554	0.8279242021963	0.172876522643492
3.39071900944995	0.966340394224972	0.0628777544479817
5.76866641348339	0.836573452688754	0.484735884005204
5.02243042281777	0.902934789890423	0.341872276738286
3.30328156991879	0.693511217599735	0.164227853994817
1.72927293418959	0.0780012952163815	0.176706807920709
2.38551554516568	0.338205291889608	0.162677690386772
4.68638056347854	0.129564544651657	0.9745844299905
3.99196736925638	0.222093592397869	0.66126867197454
3.96225650222229	0.124228598782793	0.77023033471778
1.85729645365101	0.218775269808248	0.115611501969397
2.65038564961488	0.599956725956872	0.0822180362883955
1.76497873782058	0.382199435727671	0.00878452719189227
5.32053488772919	0.482783660758287	0.66944252839312
2.68768465221927	0.586335697676986	0.112399239558727
5.00360444852204	0.76936029852368	0.417012898251414
4.87814580931885	0.268187160836533	0.833756409119815
7.2236676162922	0.828191600274295	0.724799658870324
6.54264953485079	0.520701328990981	0.890835472615436
7.54911736875047	0.874503808328882	0.738433209946379
2.72394001213433	0.542214314220473	0.122697102138773
4.83873384254096	0.427209568209946	0.627248708158731
5.08053243236785	0.79439552128315	0.407594749238342
4.61016881361853	0.615732334321365	0.429616386769339
4.10606905314255	0.327818247256801	0.566241388674825
2.17662193779901	0.0522178115788847	0.326736084651202
6.427034143561	0.419418663252145	0.98509253328666
3.56652196725500	0.872784985229373	0.126949458615854
5.72221780939975	0.698332925327122	0.582631167490035
4.76725133340869	0.971490580122918	0.261615519179031
2.60216183640471	0.106118358438835	0.404091147938743
6.19953151753642	0.562290981411934	0.767392246751115
3.04038196604131	0.399358079768717	0.278648297535256
7.32334545757571	0.909270092612132	0.678712520748377
9.46931311112094	0.935942464740947	0.9810018283315
5.01633967832061	0.676163812167943	0.471615854883566
2.55110322479974	0.182702467544004	0.330591754755005
2.44029302539711	0.510565988020971	0.0867851842194796
6.55046152217943	0.583345539169386	0.809687813511118
2.95882439569635	0.247253095265478	0.377706682775170
5.09607395681875	0.85124430200085	0.376730462303385
4.58208899257984	0.488857766380534	0.514708122005686
4.50685018862908	0.160660207737237	0.869574453448877
2.90597568775935	0.49078969983384	0.195278851781040
4.14980616618795	0.573521566344425	0.377375276992097
1.68769973771881	0.0560775508638471	0.182151308050379
4.25664792245002	0.144057643832639	0.841125771868974
